LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,summit_agreement,k4cluster,k11cluster,k4weights,k11weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest
1.453718,1.646363,2.111032,2.526069,2.506353,2.110424,1,0,1,74.25,2,7,0.771,1.000,1.550,2.319,2.308,-1.155,0.589,0.566,ELT2peak00124,Larval,0.19430042924133317,ELT2peak00124,WBGene00001309,1842445,1843227,+,overlapStart,-494,372,Overlapping
1.841302,2.048909,2.070389,1.895303,2.839777,2.862497,0,1,1,27.625,3,9,0.974,1.000,1.945,1.983,2.851,-0.614,-0.540,1.154,ELT2peak00125,L3_High,0.2627077808355834,ELT2peak00125,WBGene00006461,1845221,1850523,+,overlapStart,-2786,142,Overlapping
1.678771,1.63743,2.291604,2.291604,2.630681,2.906891,1,1,1,33.333333333333336,4,10,0.996,1.000,1.658,2.292,2.769,-1.043,0.094,0.950,ELT2peak00126,Increasing,0.31044193759108335,ELT2peak00126,WBGene00022139,1874033,1883639,+,overlapStart,-4910,193,Overlapping
2.359896,2.067114,3.111032,3.432959,4.669851,5.052321,0,1,1,55.5,4,11,0.822,1.000,2.214,3.272,4.861,-0.927,-0.133,1.060,ELT2peak00127,Increasing,1.7758826512235837,ELT2peak00127,WBGene00022138,1895161,1923088,+,inside,2802,10644,Overlapping
2.105579,1.69883,3.865919,4.017922,5.627368,5.97884,1,1,1,15.166666666666666,4,10,0.993,1.000,1.902,3.942,5.803,-1.015,0.031,0.984,ELT2peak00128,Increasing,3.806910381738082,ELT2peak00128,WBGene00021768,1911684,1913966,-,overlapStart,-1307,206,Overlapping
1.029747,0.736966,2.169925,2.169925,3.769387,4.447459,0,0,1,1.5,4,11,0.820,1.000,0.883,2.170,4.108,-0.926,-0.134,1.060,ELT2peak00129,Increasing,2.6356811551030837,ELT2peak00129,WBGene00022138,1895161,1923088,+,inside,7035,6589,Overlapping
2.576029,2.415037,2.204141,2.086784,3.998633,4.491853,1,1,1,85.77777777782951,3,6,0.953,1.000,2.496,2.145,4.245,-0.415,-0.726,1.141,ELT2peak00130,L3_High,1.2655187645417505,ELT2peak00130,WBGene00022138,1895161,1923088,+,inside,10201,3261,Overlapping
3.31259,3.34665,1.847997,1.9855,2.906891,3.506353,1,1,1,27.555555555581424,1,4,0.414,1.000,3.330,1.917,3.207,0.654,-1.151,0.497,ELT2peak00131,Embryo_Specific,0.6125180049197501,ELT2peak00131,WBGene00021771,1950594,1958527,-,overlapStart,-4108,234,Overlapping
1.222392,1.277534,2.333424,2.918386,2.447459,2.949959,0,0,1,187.5,2,8,0.642,1.000,1.250,2.626,2.699,-1.154,0.532,0.621,ELT2peak00136,Larval,0.6662302970493333,ELT2peak00136,WBGene00021237,2026277,2033966,+,inside,2146,764,Overlapping
2.392317,2.115477,1.9855,2.111031,2.447459,2.562936,0,0,1,365,0,0,0.000,0.000,2.254,2.048,2.505,-0.067,-0.965,1.032,ELT2peak00137,Not_Changing,0.05237051795274993,ELT2peak00137,WBGene00021349,2065727,2069049,+,overlapStart,-1258,304,Overlapping
0.771731,0.678072,3.226509,3.049631,2.90689,2.862496,0,0,1,39,2,7,0.910,1.000,0.725,3.138,2.885,-1.149,0.670,0.479,ELT2peak00138,Larval,1.7587135728322503,ELT2peak00138,WBGene00021350,2069681,2070607,-,overlapEnd,987,84,Overlapping
2.084889,2.031709,1.413594,0.748461,1.906891,2.669852,1,0,0,23.5,3,4,0.469,1.000,2.058,1.081,2.288,0.389,-1.136,0.747,ELT2peak00139,L3_High,0.4109454123840834,ELT2peak00139,WBGene00021350,2069681,2070607,-,overlapStart,-820,15,Overlapping
1.600904,1.736966,2,1.526069,2.254814,2.669852,0,0,1,39,3,9,0.893,1.000,1.669,1.763,2.462,-0.682,-0.465,1.148,ELT2peak00140,L3_High,0.18789224906775007,ELT2peak00140,WBGene00021351,2072680,2076906,+,overlapStart,-1901,133,Overlapping
2.502501,3,3.111032,3.847997,3.720477,4.396475,0,1,1,34.75,4,10,0.998,1.000,2.751,3.480,4.058,-1.036,0.076,0.960,ELT2peak00141,Increasing,0.42906723000474967,ELT2peak00141,WBGene00021351,2072680,2076906,+,overlapEnd,2391,92,Overlapping
2.131627,2.254573,3.226509,2.847997,2.599462,2.991779,1,1,1,18.666666666666668,2,7,0.984,1.000,2.193,3.037,2.796,-1.109,0.833,0.277,ELT2peak00143,Larval,0.18900191756424978,ELT2peak00143,WBGene00021352,2078959,2085662,+,inside,2848,101,Overlapping
2.33787,2.289507,2.086784,1.596458,2.06413,2.584962,1,0,0,0,0,0,0.000,0.000,2.314,1.842,2.325,0.558,-1.154,0.597,ELT2peak00144,Not_Changing,0.07603036091458332,ELT2peak00144,WBGene00003799,2097346,2123443,+,overlapStart,-13212,210,Overlapping
1.491579,1.415038,2.613532,2.43296,3.135515,3.769387,1,0,1,25.25,4,10,0.997,1.000,1.453,2.523,3.452,-1.023,0.047,0.976,ELT2peak00145,Increasing,1.0007931535395833,ELT2peak00145,WBGene00021354,2113614,2118550,-,overlapStart,-2396,303,Overlapping
2.662965,3.289506,3.169925,3.333424,4.237536,5.091315,0,1,1,30,3,9,0.809,1.000,2.976,3.252,4.664,-0.723,-0.419,1.141,ELT2peak00146,L3_High,0.8202862511370004,ELT2peak00146,WBGene00003799,2097346,2123443,+,inside,9146,3538,Overlapping
1.839064,1.462343,2.695994,2.613532,2.862497,2.321928,1,0,0,291,2,7,0.852,1.000,1.651,2.655,2.592,-1.153,0.632,0.521,ELT2peak00149,Larval,0.3164145402785833,ELT2peak00149,WBGene00021355,2128590,2145971,+,inside,6832,1193,Overlapping
1.778786,1.479168,2.613532,2.918386,3.562936,4.35435,0,0,1,2.5,4,10,0.970,1.000,1.629,2.766,3.959,-0.992,-0.016,1.008,ELT2peak00151,Increasing,1.3570944772893339,ELT2peak00151,WBGene00021009,2160042,2209629,+,inside,4776,19672,Overlapping
1.315502,1.5559,2.570463,1.918386,2.506353,3.288761,0,0,1,0.5,4,10,0.998,1.000,1.436,2.244,2.898,-1.034,0.071,0.963,ELT2peak00152,Increasing,0.5362731211240833,ELT2peak00152,WBGene00021009,2160042,2209629,+,inside,5876,18577,Overlapping
1.830075,1.36257,1.333424,1.695994,2.032422,2.562936,1,0,0,18,3,9,0.983,1.000,1.596,1.515,2.298,-0.480,-0.670,1.149,ELT2peak00153,L3_High,0.18526728739575007,ELT2peak00153,WBGene00001542,2223307,2233099,-,inside,4199,228,Overlapping
1.594361,2.058894,2.43296,2.526069,3.084889,3.406817,1,0,1,67,4,11,0.937,1.000,1.827,2.480,3.246,-0.972,-0.053,1.026,ELT2peak00156,Increasing,0.5046228585335837,ELT2peak00156,WBGene00017398,2250131,2254901,+,inside,-1486,316,Overlapping
0.495411,0.415037,3.480265,3.280956,4.321928,4.562936,0,1,1,101,4,8,0.792,1.000,0.455,3.381,4.442,-1.116,0.301,0.815,ELT2peak00157,Increasing,4.263863117918084,ELT2peak00157,WBGene00017398,2250131,2254901,+,inside,1527,382,Overlapping
2.31259,2.180572,2.037031,1.432959,5.562936,5.89592,1,1,1,71.22222222217049,3,6,0.973,1.000,2.247,1.735,5.729,-0.456,-0.691,1.147,ELT2peak00158,L3_High,4.7245730753823345,ELT2peak00158,WBGene00000408,2281504,2291183,-,overlapStart,-5042,232,Overlapping
1.54432,1.571157,3.480265,2.9855,3.208271,3.816693,1,0,1,44.5,4,8,0.499,1.000,1.558,3.233,3.512,-1.145,0.440,0.705,ELT2peak00159,Increasing,1.1175509086547502,ELT2peak00159,WBGene00021469,2293132,2297312,+,overlapStart,-2227,270,Overlapping
1.148392,1.616671,2.43296,1.333424,2.506353,2.816693,0,0,1,21,4,11,0.802,1.000,1.383,1.883,2.662,-0.920,-0.144,1.064,ELT2peak00160,Increasing,0.4153798898155832,ELT2peak00160,WBGene00021470,2297280,2304393,-,inside,3114,93,Overlapping
1.444785,1.341037,1.111031,1.169925,3.254814,2.949959,0,0,1,2.5,3,6,0.973,1.000,1.393,1.140,3.102,-0.455,-0.692,1.147,ELT2peak00161,L3_High,1.1391856444935835,ELT2peak00161,WBGene00021466,2313271,2316003,+,overlapStart,-1512,93,Overlapping
1.752907,1.906891,1.333424,1.400538,3.184425,3.839777,0,0,1,14,3,6,0.922,1.000,1.830,1.367,3.512,-0.360,-0.770,1.130,ELT2peak00162,L3_High,1.2742727429880005,ELT2peak00162,WBGene00003156,2318291,2321847,-,overlapStart,-2030,84,Overlapping
1.887973,1.601451,2.480265,1.695994,2.447459,3.669851,0,0,1,12.5,3,11,0.531,1.000,1.745,2.088,3.059,-0.811,-0.307,1.117,ELT2peak00163,L3_High,0.46438358878425,ELT2peak00163,WBGene00021474,2382953,2401492,-,inside,-1345,7676,Overlapping
2.485427,2.535332,2.555816,2.367371,4.386059,4.94996,1,0,1,21.5,3,9,0.994,1.000,2.510,2.462,4.668,-0.558,-0.597,1.154,ELT2peak00164,L3_High,1.587669809292,ELT2peak00164,WBGene00021474,2382953,2401492,-,overlapStart,-9417,161,Overlapping
2.828114,2.482152,2.226509,1.847997,2.669852,2.862496,1,1,1,27.777777777829517,3,4,0.447,1.000,2.655,2.037,2.766,0.430,-1.143,0.713,ELT2peak00165,L3_High,0.15423860372033357,ELT2peak00165,WBGene00021460,2402232,2409987,+,overlapEnd,4150,115,Overlapping
1.736966,2.036526,3.169925,2.9855,2.506353,2.032421,0,0,1,6,2,5,0.730,1.000,1.887,3.078,2.269,-0.863,1.096,-0.233,ELT2peak00166,Larval,0.3697009088255834,ELT2peak00166,WBGene00017741,2415133,2418521,+,overlapEnd,1507,157,Overlapping
2.384664,2.047306,3.735522,4.253989,2.94996,3.401655,0,0,1,0.5,2,5,0.889,1.000,2.216,3.995,3.176,-1.025,0.973,0.053,ELT2peak00167,Larval,0.7926599249800835,ELT2peak00167,WBGene00017734,2418450,2420801,-,overlapStart,-1054,118,Overlapping
1.289507,1.263035,3.049631,1.9855,1.23173,2.160177,0,0,1,159,2,5,0.741,1.000,1.276,2.518,1.696,-0.877,1.089,-0.212,ELT2peak00168,Larval,0.39866528584675,ELT2peak00168,WBGene00017735,2420803,2421816,-,overlapStart,-384,273,Overlapping
1.433897,1.482152,2.226508,2.226508,2.949959,2.562936,0,0,1,59,4,10,0.987,1.000,1.458,2.227,2.756,-1.055,0.122,0.934,ELT2peak00169,Increasing,0.4262175083935834,ELT2peak00169,WBGene00017733,2434004,2435708,+,overlapEnd,1192,26,Overlapping
1.707819,1.341037,1.613532,2.049631,2.769387,3.321928,1,0,1,85.75,3,9,0.713,1.000,1.524,1.832,3.046,-0.758,-0.376,1.133,ELT2peak00170,L3_High,0.64707716633475,ELT2peak00170,WBGene00255457,2436550,2437084,-,overlapStart,-301,88,Overlapping
3.017573,2.185556,1.070389,0.847997,3.720478,4.110424,0,0,1,33,3,4,0.645,1.000,2.602,0.959,3.915,0.074,-1.035,0.961,ELT2peak00171,L3_High,2.19385720690975,ELT2peak00171,WBGene00022281,2472066,2485391,-,overlapStart,-6962,34,Overlapping
3.163499,2.535332,2.695994,2.613532,1.669851,1.736966,1,0,1,19,1,1,0.694,1.000,2.849,2.655,1.703,0.729,0.411,-1.140,ELT2peak00172,Embryo_Specific,0.37604950407925,ELT2peak00172,WBGene00001232,2485867,2489780,+,inside,329,1066,Overlapping
1.374395,1.725378,1.773996,2.111032,4.184424,4.617384,1,0,1,180,3,9,0.861,1.000,1.550,1.943,4.401,-0.700,-0.446,1.145,ELT2peak00175,L3_High,2.387689755193751,ELT2peak00175,WBGene00001404,2580935,2586126,-,overlapEnd,2895,216,Overlapping
1.54432,1.152003,2.226508,2.526069,3.720478,3.720478,0,0,1,24,4,11,0.893,1.000,1.348,2.376,3.720,-0.953,-0.089,1.041,ELT2peak00176,Increasing,1.4152960193685833,ELT2peak00176,WBGene00001404,2580935,2586126,-,inside,1430,619,Overlapping
1.485427,1.678072,1.918386,1.847997,4.643856,4.862496,0,1,1,37.125,3,9,0.926,1.000,1.582,1.883,4.753,-0.661,-0.489,1.150,ELT2peak00177,L3_High,3.0642707257510833,ELT2peak00177,WBGene00001404,2580935,2586126,-,overlapStart,-2950,42,Overlapping
3.406817,3.260528,2.9855,3.169925,5.360747,5.649093,1,1,1,38.11111111116285,3,9,0.983,1.000,3.334,3.078,5.505,-0.479,-0.671,1.149,ELT2peak00178,L3_High,1.7785279126520837,ELT2peak00178,WBGene00004226,2587527,2595294,-,overlapEnd,3692,156,Overlapping
2.648657,2.841302,3.38405,3.655352,3.90689,4.406817,1,0,1,61.75,4,10,0.998,1.000,2.745,3.520,4.157,-1.031,0.065,0.966,ELT2peak00180,Increasing,0.4999241504490834,ELT2peak00180,WBGene00000800,2623102,2628577,-,overlapStart,-2934,200,Overlapping
1.080373,1.460841,1.526069,1.526069,2.816693,2.949959,0,0,1,83.5,3,9,0.820,1.000,1.271,1.526,2.883,-0.718,-0.424,1.142,ELT2peak00182,L3_High,0.7513783284090003,ELT2peak00182,WBGene00018232,2645273,2657241,-,overlapStart,-6083,245,Overlapping
1.460552,1.121306,1.561693,1.452068,4.477206,4.949959,1,0,1,60.5,3,9,0.958,1.000,1.291,1.507,4.714,-0.633,-0.520,1.153,ELT2peak00184,L3_High,3.674021624703082,ELT2peak00184,WBGene00017979,2668160,2672434,+,overlapStart,-2117,362,Overlapping
1.566347,1.458106,2.811471,3.111031,3.90689,3.90689,0,1,1,14.75,4,10,0.978,1.000,1.512,2.961,3.907,-1.062,0.139,0.923,ELT2peak00185,Increasing,1.4547197330255837,ELT2peak00185,WBGene00017979,2668160,2672434,+,inside,482,1299,Overlapping
1.283793,0.467505,2.526069,2.333424,3.769387,3.254814,0,0,1,168.5,4,10,0.988,1.000,0.876,2.430,3.512,-1.054,0.119,0.935,ELT2peak00186,Increasing,1.7562642887790831,ELT2peak00186,WBGene00017980,2672940,2682797,-,overlapEnd,5184,346,Overlapping
1.866249,2.067114,4.049631,3.526069,3.906891,3.862497,1,1,1,60,2,8,0.641,1.000,1.967,3.788,3.885,-1.154,0.532,0.622,ELT2peak00187,Larval,1.167467569314083,ELT2peak00187,WBGene00000788,2686639,2689493,-,overlapEnd,1009,563,Overlapping
2.967819,3.069042,3.432959,3.198494,4.534922,4.884864,1,1,1,167.22222222217047,3,9,0.780,1.000,3.018,3.316,4.710,-0.734,-0.405,1.139,ELT2peak00188,L3_High,0.81552175504075,ELT2peak00188,WBGene00000788,2686639,2689493,-,overlapStart,-1119,192,Overlapping
1.841302,1.817136,2.38405,2.480265,2.769387,3.321928,1,0,1,8,4,10,0.976,1.000,1.829,2.432,3.046,-0.997,-0.006,1.003,ELT2peak00190,Increasing,0.3699399515107499,ELT2peak00190,WBGene00003006,2706883,2717549,+,inside,-2542,2416,Overlapping
3,3.358454,2.15056,2.43296,1.321928,2.386058,1,0,0,6,1,1,0.904,1.000,3.179,2.292,1.854,1.092,-0.222,-0.870,ELT2peak00191,Embryo_Specific,0.455913796189,ELT2peak00191,WBGene00003006,2706883,2717549,+,inside,-1440,3499,Overlapping
1.894818,1.624491,3.017922,2.918386,3.110424,3.695386,0,0,1,13.5,4,8,0.788,1.000,1.760,2.968,3.403,-1.116,0.303,0.814,ELT2peak00192,Increasing,0.7249586132085836,ELT2peak00192,WBGene00004920,2727014,2727545,+,overlapEnd,306,222,Overlapping
1.325486,1.552541,2.526069,2.333424,2.032422,2.669851,0,0,1,2.5,2,7,0.877,1.000,1.439,2.430,2.351,-1.152,0.647,0.505,ELT2peak00194,Larval,0.3032832960863334,ELT2peak00194,WBGene00022126,2731562,2735371,+,overlapStart,-2395,245,Overlapping
2.874469,2.809317,2.695994,3.049631,4.058894,4.147899,1,0,1,29.5,3,9,0.982,1.000,2.842,2.873,4.103,-0.599,-0.556,1.154,ELT2peak00196,L3_High,0.517780679508083,ELT2peak00196,WBGene00022130,2759023,2761044,-,overlapStart,-1218,82,Overlapping
2.63743,2.521953,3.480265,3.480265,1.736966,2.23173,1,0,1,17.25,2,2,0.378,1.000,2.580,3.480,1.984,-0.135,1.061,-0.926,ELT2peak00197,Larval,0.5672056971305833,ELT2peak00197,WBGene00004946,2761158,2776097,-,inside,-5331,1863,Overlapping
2.013806,2.152003,1.695994,1.695994,2.321928,2.321928,1,0,1,23,0,0,0.000,0.000,2.083,1.696,2.322,0.156,-1.069,0.913,ELT2peak00198,Not_Changing,0.09977089015308341,ELT2peak00198,WBGene00004946,2761158,2776097,-,overlapStart,-7810,96,Overlapping
1.493695,1.644519,3.480265,3.570463,5.630681,6.409391,0,0,1,7.5,4,11,0.904,1.000,1.569,3.525,6.020,-0.957,-0.080,1.038,ELT2peak00199,Increasing,4.976849800112333,ELT2peak00199,WBGene00020989,2791687,2794976,+,overlapStart,-1759,48,Overlapping
1.04182,0.4975,1.526069,1.847997,3.617384,2.669852,0,0,1,49,4,11,0.789,1.000,0.770,1.687,3.144,-0.916,-0.150,1.067,ELT2peak00200,Increasing,1.4331482781863334,ELT2peak00200,WBGene00020989,2791687,2794976,+,inside,84,992,Overlapping
0.63743,0.804984,2.773996,3.049631,4.590417,4.816693,0,0,1,6.5,4,10,0.998,1.000,0.721,2.912,4.704,-1.032,0.067,0.965,ELT2peak00201,Increasing,3.9780316722947493,ELT2peak00201,WBGene00020989,2791687,2794976,+,overlapEnd,1604,611,Overlapping
1.392317,1.736966,2.570463,2.38405,4.208271,4.534922,0,0,1,18.5,4,11,0.610,1.000,1.565,2.477,4.372,-0.866,-0.229,1.094,ELT2peak00202,Increasing,2.0500644243083332,ELT2peak00202,WBGene00020985,2798175,2800878,-,overlapStart,-1535,108,Overlapping
2.096861,2,2.226508,1.695994,2.184425,1.862497,1,0,0,67,0,0,0.000,0.000,2.048,1.961,2.023,0.833,-1.109,0.276,ELT2peak00204,Not_Changing,0.0020156375417500192,ELT2peak00204,WBGene00004077,2823254,2830311,-,inside,1422,1066,Overlapping
1.93699,2.131245,2.333424,2.226508,1.862497,2.562936,1,0,0,26.5,0,0,0.000,0.000,2.034,2.280,2.213,-1.114,0.821,0.292,ELT2peak00205,Not_Changing,0.016143597167250022,ELT2peak00205,WBGene00004077,2823254,2830311,-,inside,-2602,531,Overlapping
3.282934,3.203533,4.548437,4.548437,5.100901,5.138621,1,1,1,16,4,10,0.865,1.000,3.243,4.548,5.120,-1.103,0.254,0.848,ELT2peak00209,Increasing,0.9252204579407503,ELT2peak00209,WBGene00021125,2845859,2849792,+,inside,888,727,Overlapping
1.222392,2.736965,2.695994,2.9855,2.184425,1.720478,0,0,1,78.5,2,5,0.540,1.000,1.980,2.841,1.952,-0.550,1.154,-0.604,ELT2peak00210,Larval,0.25520819442358333,ELT2peak00210,WBGene00021127,2851963,2853903,-,overlapStart,-853,198,Overlapping
1.463401,1.106915,1.028569,0.748461,3.129283,3.828281,0,0,1,14.5,3,6,0.961,1.000,1.285,0.889,3.479,-0.429,-0.714,1.143,ELT2peak00212,L3_High,1.9464658423523329,ELT2peak00212,WBGene00022116,2862403,2864446,+,inside,767,21,Overlapping
0.830075,0.621488,2.226508,2.847997,3.720478,4.477206,0,0,1,23.5,4,10,0.997,1.000,0.726,2.537,4.099,-1.024,0.049,0.974,ELT2peak00213,Increasing,2.849587681168582,ELT2peak00213,WBGene00022115,2866508,2870167,+,overlapStart,-1841,362,Overlapping
1.830075,1.736966,1.333424,1.280956,3.110424,3.07195,0,0,1,196.5,3,6,0.883,1.000,1.784,1.307,3.091,-0.300,-0.816,1.116,ELT2peak00214,L3_High,0.8532546194102503,ELT2peak00214,WBGene00022115,2866508,2870167,+,overlapEnd,1624,336,Overlapping
2.155278,1.955606,3.169925,2.111031,1.669851,1.447459,1,0,0,184,2,2,0.351,1.000,2.055,2.640,1.559,-0.054,1.026,-0.972,ELT2peak00215,Larval,0.29323424133233333,ELT2peak00215,WBGene00022117,2870608,2875289,-,inside,1087,592,Overlapping
2.451874,2.793549,3.695994,3.140779,3.939312,4.799134,1,0,1,26.75,4,11,0.930,1.000,2.623,3.418,4.369,-0.969,-0.059,1.028,ELT2peak00216,Increasing,0.7645818624982497,ELT2peak00216,WBGene00022114,2876932,2878523,+,overlapStart,-986,157,Overlapping
1.745954,1.830075,2.952333,2.735522,2.703799,2.949959,0,0,1,5,2,7,0.776,1.000,1.788,2.844,2.827,-1.155,0.591,0.563,ELT2peak00217,Larval,0.36574706071358326,ELT2peak00217,WBGene00022113,2878578,2880929,+,overlapStart,-1113,281,Overlapping
1.707819,1.678072,2.169925,1.918386,2.23173,2.669851,0,0,1,58.5,4,10,0.941,1.000,1.693,2.044,2.451,-0.975,-0.049,1.023,ELT2peak00218,Increasing,0.14383825522500004,ELT2peak00218,WBGene00022119,2895329,2900860,-,overlapEnd,2894,166,Overlapping
1.584963,1.607683,1.748461,1.526069,2.254814,2.949959,1,0,1,6.75,3,9,0.974,1.000,1.596,1.637,2.602,-0.613,-0.541,1.154,ELT2peak00219,L3_High,0.3242165871930835,ELT2peak00219,WBGene00022119,2895329,2900860,-,overlapStart,-3132,12,Overlapping
1.70044,1.842459,1.9855,2.333424,3.254814,3.971021,1,0,1,42.125,3,9,0.688,1.000,1.771,2.159,3.613,-0.766,-0.366,1.131,ELT2peak00220,L3_High,0.9423484976100832,ELT2peak00220,WBGene00022122,2928395,2929687,+,overlapStart,-751,294,Overlapping
1.974465,2.074001,2.049631,1.773996,3.110424,3.486987,0,0,1,0,3,9,0.990,1.000,2.024,1.912,3.299,-0.503,-0.649,1.152,ELT2peak00221,L3_High,0.5933979528167501,ELT2peak00221,WBGene00003836,2929736,2931361,+,overlapStart,-857,194,Overlapping
2.63743,2.56704,2.169925,2.480265,2.110424,2.730393,1,0,1,14,0,0,0.000,0.000,2.602,2.325,2.420,1.087,-0.882,-0.205,ELT2peak00222,Not_Changing,0.01982535316408337,ELT2peak00222,WBGene00022121,2931461,2947152,+,inside,-3427,4048,Overlapping
1.222392,0.982078,2.613532,2.333424,2.032422,2.321928,0,0,1,1.5,2,7,0.985,1.000,1.102,2.473,2.177,-1.130,0.770,0.360,ELT2peak00223,Larval,0.5205998060763335,ELT2peak00223,WBGene00000237,2949600,2957910,-,inside,-2703,1071,Overlapping
5.058894,4.058894,3.169925,2.918386,3.254814,3.793234,1,0,1,140.75,1,3,0.820,1.000,4.559,3.044,3.524,1.098,-0.859,-0.239,ELT2peak00226,Embryo_Specific,0.5992770695957497,ELT2peak00226,WBGene00022124,2986104,2995914,-,overlapStart,-5193,157,Overlapping
5.058894,5.058894,1.613532,1.226508,3.254814,3.321928,0,0,1,18.5,1,3,0.697,1.000,5.059,1.420,3.288,0.991,-1.009,0.018,ELT2peak00227,Embryo_Specific,3.3111485234343325,ELT2peak00227,WBGene00003387,3035193,3047794,-,inside,5377,561,Overlapping
2.807355,3.473931,2.918386,3.570463,4.35435,4.695386,0,0,1,37.5,3,9,0.948,1.000,3.141,3.244,4.525,-0.643,-0.509,1.152,ELT2peak00228,L3_High,0.5943975011765831,ELT2peak00228,WBGene00003387,3035193,3047794,-,inside,3434,2529,Overlapping
2.106915,1.810966,2.43296,2.43296,2.949959,3.617384,1,0,0,50,4,11,0.711,1.000,1.959,2.433,3.284,-0.893,-0.187,1.080,ELT2peak00229,Increasing,0.4505527941622501,ELT2peak00229,WBGene00000205,3069325,3070150,-,overlapStart,-1058,238,Overlapping
3.369234,2.415037,1.111031,1.9855,3.506353,4.386059,1,0,1,26.125,3,4,0.641,1.000,2.892,1.548,3.946,0.080,-1.038,0.957,ELT2peak00230,L3_High,1.4445283062350833,ELT2peak00230,WBGene00019698,3085011,3096285,-,inside,5160,156,Overlapping
1.359896,1.490986,3.049631,2.695994,1.966833,2.494765,0,0,1,14.5,2,5,0.901,1.000,1.425,2.873,2.231,-1.035,0.960,0.075,ELT2peak00231,Larval,0.5259445168930835,ELT2peak00231,WBGene00003654,3094513,3109596,+,inside,-79,7085,Overlapping
2.063695,1.967579,2.38405,2.526069,4.052321,4.562936,1,0,1,155.25,3,9,0.740,1.000,2.016,2.455,4.308,-0.748,-0.387,1.136,ELT2peak00232,L3_High,1.4797215115565832,ELT2peak00232,WBGene00003654,3094513,3109596,+,inside,1387,5338,Overlapping
0.576029,0.891475,2.226508,1.9855,2.032421,2.032421,0,0,1,33,2,7,0.839,1.000,0.734,2.106,2.032,-1.153,0.624,0.529,ELT2peak00233,Larval,0.5958385301589999,ELT2peak00233,WBGene00003654,3094513,3109596,+,inside,6418,681,Overlapping
2.222393,1.139403,3.111032,3.111032,2.769387,2.769387,0,0,1,191,2,7,0.989,1.000,1.681,3.111,2.769,-1.124,0.791,0.333,ELT2peak00235,Larval,0.5578021445169999,ELT2peak00235,WBGene00016663,3115036,3117628,-,overlapEnd,357,287,Overlapping
1.736966,1.982078,1.641546,1.432959,1.055142,1.340544,1,0,0,5,0,0,0.000,0.000,1.860,1.537,1.198,0.991,0.017,-1.009,ELT2peak00241,Not_Changing,0.10947925639358337,ELT2peak00241,WBGene00003062,3144410,3147793,-,overlapStart,-1914,152,Overlapping
1.892244,1.710493,1.526069,0.847997,3.147899,3.386059,0,0,1,11,3,6,0.860,1.000,1.801,1.187,3.267,-0.266,-0.840,1.106,ELT2peak00242,L3_High,1.1419329345310834,ELT2peak00242,WBGene00006888,3150346,3162387,-,overlapStart,-6236,32,Overlapping
2.576029,2.584962,2.526069,2.43296,1.23173,1.862497,1,0,0,12.5,1,1,0.660,1.000,2.580,2.480,1.547,0.664,0.486,-1.150,ELT2peak00244,Embryo_Specific,0.324574524181,ELT2peak00244,WBGene00021831,3176419,3192857,-,overlapEnd,7923,94,Overlapping
1.825057,1.183712,1.9855,1.333424,2.769387,3.562936,0,0,1,76.5,3,9,0.928,1.000,1.504,1.659,3.166,-0.660,-0.491,1.151,ELT2peak00245,L3_High,0.8426158686725836,ELT2peak00245,WBGene00021831,3176419,3192857,-,overlapStart,-8146,286,Overlapping
1,1.415037,2.333424,1.333424,1.99178,1.862497,0,0,1,17.5,4,8,0.468,1.000,1.208,1.833,1.927,-1.146,0.453,0.693,ELT2peak00246,Increasing,0.15306550780675005,ELT2peak00246,WBGene00004404,3217296,3222950,-,inside,1207,1366,Overlapping
1.530515,1.353637,2.226509,1.695994,2.032421,2.669852,0,0,1,26.5,4,10,0.996,1.000,1.442,1.961,2.351,-1.044,0.094,0.949,ELT2peak00247,Increasing,0.20799075094758324,ELT2peak00247,WBGene00004404,3217296,3222950,-,overlapStart,-2965,125,Overlapping
