"","LE_1","LE_2","L1_1","L1_2","L3_1","L3_2","LE_IDR","L1_IDR","L3_IDR","summit_agreement","k4cluster","k11cluster","k4weights","k11weights","LE_nonNormed","L1_nonNormed","L3_nonNormed","LE_std","L1_std","L3_std","name","k4labels","variance","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest"
"ELT2peak00114",1.959358,2.152003,2.43296,2.526069,3.35435,4.147899,0,0,1,14,3,9,"0.792","1.000","2.056","2.480","3.751","-0.801","-0.320","1.121","ELT2peak00114","L3-high",0.778526268132,"ELT2peak00114","WBGene00000269",1621346,1628476,"-","overlapStart",-3919,4,"Overlapping"
"ELT2peak00115",1.63743,1.900464,2.9855,2.226508,1.669851,1.447459,1,0,0,117,2,2,"0.579","1.000","1.769","2.606","1.559","-0.377","1.134","-0.757","ELT2peak00115","Post-embryonic",0.306971179052333,"ELT2peak00115","WBGene00003111",1644588,1651394,"-","overlapStart",-3430,477,"Overlapping"
"ELT2peak00116",2.087463,2.29956,2.918386,2.526069,2.928586,3.370291,1,0,1,301.375,4,10,"0.957","1.000","2.194","2.722","3.149","-1.033","0.071","0.963","ELT2peak00116","Increasing",0.229307712751,"ELT2peak00116","WBGene00185098",1672821,1676434,"-","overlapStart",-1722,698,"Overlapping"
"ELT2peak00117",1.499926,0.830075,2.695994,1.9855,3.321928,4.447459,0,0,1,2.5,4,11,"0.707","1.000","1.165","2.341","3.885","-0.952","-0.090","1.042","ELT2peak00117","Increasing",1.86048010689558,"ELT2peak00117","WBGene00044348",1686216,1693457,"-","inside",1894,1386,"Overlapping"
"ELT2peak00118",1.222393,1.45568,2.333424,2.613532,4.110424,4.793234,0,0,1,35,4,11,"0.491","1.000","1.339","2.473","4.452","-0.899","-0.179","1.077","ELT2peak00118","Increasing",2.48171789069658,"ELT2peak00118","WBGene00044348",1686216,1693457,"-","inside",-1572,1686,"Overlapping"
"ELT2peak00119",1.297681,1.196397,2.150559,1.871844,2.769387,3.184425,0,0,1,30.5,4,11,"0.735","1.000","1.247","2.011","2.977","-0.959","-0.077","1.036","ELT2peak00119","Increasing",0.751494890902583,"ELT2peak00119","WBGene00006702",1698094,1701128,"+","overlapStart",-1445,281,"Overlapping"
"ELT2peak00120",2.222392,1.813587,2.43296,2.280956,2.184424,2.254814,0,0,1,8,0,0,"0.000","0.000","2.018","2.357","2.220","-1.057","0.931","0.126","ELT2peak00120","Not-changing or not IDR-passing",0.0290693500305833,"ELT2peak00120","WBGene00003080",1701361,1701808,"+","overlapStart",-294,173,"Overlapping"
"ELT2peak00123",3.321928,3.119053,2.952333,2.811471,1.862497,2.494765,1,0,1,19.25,1,1,"0.565","1.000","3.220","2.882","2.179","0.866","0.229","-1.095","ELT2peak00123","LE-specific",0.282450581585583,"ELT2peak00123","WBGene00022141",1823447,1825967,"+","overlapStart",-1408,103,"Overlapping"
"ELT2peak00124",1.766713,1.69883,1.695994,2.049631,3.032422,2.669852,0,0,1,5,3,9,"0.975","1.000","1.733","1.873","2.851","-0.688","-0.459","1.147","ELT2peak00124","L3-high",0.371245283428583,"ELT2peak00124","WBGene00044746",1832115,1832641,"-","overlapStart",-842,143,"Overlapping"
"ELT2peak00125",1.790077,1.95109,2.298658,2.422233,5.166277,5.720478,1,1,1,46.5555555555814,3,9,"0.967","1.000","1.871","2.360","5.443","-0.699","-0.446","1.145","ELT2peak00125","L3-high",3.75154857701733,"ELT2peak00125","WBGene00303070",1835738,1835910,"+","overlapStart",-306,66,"Overlapping"
"ELT2peak00126",3.386779,3.311944,2.353888,2.57918,6.150978,6.689045,1,1,1,212.333333333333,3,7,"0.857","1.000","3.349","2.467","6.420","-0.351","-0.777","1.128","ELT2peak00126","L3-high",4.30637669337708,"ELT2peak00126","WBGene00001196",1835631,1841936,"+","inside",-2042,461,"Overlapping"
"ELT2peak00127",0.959358,0.830075,2.613532,3.049631,2.862497,2.769387,0,0,1,6.5,4,8,"0.469","1.000","0.895","2.832","2.816","-1.155","0.584","0.570","ELT2peak00127","Increasing",1.24046634067258,"ELT2peak00127","WBGene00001196",1835631,1841936,"+","inside",848,1457,"Overlapping"
"ELT2peak00128",1.385891,1.578536,2.111032,2.526069,2.506353,2.184425,1,0,1,64.5,4,8,"0.545","1.000","1.482","2.319","2.345","-1.154","0.550","0.604","ELT2peak00128","Increasing",0.240875304408583,"ELT2peak00128","WBGene00001196",1835631,1841936,"+","overlapEnd",3822,90,"Overlapping"
"ELT2peak00129",1.841302,2.048909,2.070389,1.895303,2.839777,2.862497,0,0,1,6,3,9,"0.996","1.000","1.945","1.983","2.851","-0.614","-0.540","1.154","ELT2peak00129","L3-high",0.262707780835583,"ELT2peak00129","WBGene00006461",1845221,1850523,"+","overlapStart",-2777,123,"Overlapping"
"ELT2peak00130",1.678771,1.63743,2.291604,2.291604,2.630681,2.906891,1,1,1,34.5555555555814,4,10,"0.974","1.000","1.658","2.292","2.769","-1.043","0.094","0.950","ELT2peak00130","Increasing",0.310441937591083,"ELT2peak00130","WBGene00022139",1874033,1883639,"+","overlapStart",-4850,321,"Overlapping"
"ELT2peak00131",2.359896,2.067114,3.111032,3.432959,4.669851,5.052321,0,1,1,60.75,4,11,"0.607","1.000","2.214","3.272","4.861","-0.927","-0.133","1.060","ELT2peak00131","Increasing",1.77588265122358,"ELT2peak00131","WBGene00022138",1895161,1923088,"+","inside",2858,10531,"Overlapping"
"ELT2peak00132",2.105579,1.69883,3.865919,4.017922,5.627368,5.97884,1,1,1,15.6666666666667,4,10,"0.916","1.000","1.902","3.942","5.803","-1.015","0.031","0.984","ELT2peak00132","Increasing",3.80691038173808,"ELT2peak00132","WBGene00021768",1911684,1913966,"-","overlapStart",-1313,212,"Overlapping"
"ELT2peak00133",1.029747,0.736966,2.169925,2.169925,3.769387,4.447459,0,0,1,9,4,11,"0.604","1.000","0.883","2.170","4.108","-0.926","-0.134","1.060","ELT2peak00133","Increasing",2.63568115510308,"ELT2peak00133","WBGene00022138",1895161,1923088,"+","inside",7006,6606,"Overlapping"
"ELT2peak00134",2.576029,2.415037,2.204141,2.086784,3.998633,4.491853,1,1,1,86.6666666666667,3,7,"0.902","1.000","2.496","2.145","4.245","-0.415","-0.726","1.141","ELT2peak00134","L3-high",1.26551876454175,"ELT2peak00134","WBGene00022138",1895161,1923088,"+","inside",10197,3259,"Overlapping"
"ELT2peak00135",3.31259,3.34665,1.847997,1.9855,2.906891,3.506353,1,1,1,24.3333333333333,1,3,"0.650","1.000","3.330","1.917","3.207","0.654","-1.151","0.497","ELT2peak00135","LE-specific",0.61251800491975,"ELT2peak00135","WBGene00021771",1950594,1958527,"-","overlapStart",-4120,222,"Overlapping"
"ELT2peak00140",1.222392,1.245112,2.9855,2.773996,2.862497,3.032422,0,0,1,79,4,8,"0.561","1.000","1.234","2.880","2.947","-1.154","0.542","0.612","ELT2peak00140","Increasing",0.941780179134083,"ELT2peak00140","WBGene00021237",2026277,2033966,"+","inside",-414,2712,"Overlapping"
"ELT2peak00141",1.959358,1.762961,2.847997,3.169925,3.447459,3.032422,0,0,1,188.5,4,8,"0.804","1.000","1.861","3.009","3.240","-1.140","0.414","0.727","ELT2peak00141","Increasing",0.545306143130583,"ELT2peak00141","WBGene00021239",2034383,2043805,"-","overlapEnd",5988,504,"Overlapping"
"ELT2peak00142",1.106915,1.66015,1.062122,1.248535,0.769387,1.364997,0,0,1,5,0,0,"0.000","0.000","1.384","1.155","1.067","1.112","-0.286","-0.826","ELT2peak00142","Not-changing or not IDR-passing",0.0266527366980834,"ELT2peak00142","WBGene00021347",2064293,2064686,"+","overlapStart",-421,24,"Overlapping"
"ELT2peak00143",0.771731,0.678072,3.226509,3.049631,2.90689,2.862496,0,0,1,35.5,2,6,"0.639","1.000","0.725","3.138","2.885","-1.149","0.670","0.479","ELT2peak00143","Post-embryonic",1.75871357283225,"ELT2peak00143","WBGene00021350",2069681,2070607,"-","overlapEnd",978,126,"Overlapping"
"ELT2peak00144",2.084889,2.031709,1.413594,0.941106,1.906891,2.669852,1,0,0,26.5,1,4,"0.410","1.000","2.058","1.177","2.288","0.370","-1.132","0.762","ELT2peak00144","LE-specific",0.343895544886583,"ELT2peak00144","WBGene00021350",2069681,2070607,"-","overlapStart",-836,32,"Overlapping"
"ELT2peak00145",1.600904,1.736966,2,1.526069,2.254814,2.669852,0,0,1,5.5,3,9,"0.979","1.000","1.669","1.763","2.462","-0.682","-0.465","1.148","ELT2peak00145","L3-high",0.18789224906775,"ELT2peak00145","WBGene00021351",2072680,2076906,"+","overlapStart",-1905,147,"Overlapping"
"ELT2peak00146",2.502501,3,3.111032,3.847997,3.720477,4.396475,0,1,1,34.75,4,10,"0.961","1.000","2.751","3.480","4.058","-1.036","0.076","0.960","ELT2peak00146","Increasing",0.42906723000475,"ELT2peak00146","WBGene00021351",2072680,2076906,"+","overlapEnd",2395,92,"Overlapping"
"ELT2peak00148",2.131627,2.254573,3.226509,2.847997,2.599462,2.991779,1,1,1,33.8888888889148,2,6,"0.932","1.000","2.193","3.037","2.796","-1.109","0.833","0.277","ELT2peak00148","Post-embryonic",0.18900191756425,"ELT2peak00148","WBGene00021352",2078959,2085662,"+","inside",2830,95,"Overlapping"
"ELT2peak00149",2.33787,2.289507,2.086784,1.596458,2.06413,2.584962,1,0,0,2.5,0,0,"0.000","0.000","2.314","1.842","2.325","0.558","-1.154","0.597","ELT2peak00149","Not-changing or not IDR-passing",0.0760303609145833,"ELT2peak00149","WBGene00003799",2097346,2123443,"+","overlapStart",-13243,89,"Overlapping"
"ELT2peak00150",1.491579,1.415038,2.613532,2.43296,3.135515,3.769387,1,0,1,28.125,4,10,"0.935","1.000","1.453","2.523","3.452","-1.023","0.047","0.976","ELT2peak00150","Increasing",1.00079315353958,"ELT2peak00150","WBGene00021354",2113614,2118550,"-","overlapStart",-2382,306,"Overlapping"
"ELT2peak00151",2.662965,3.289506,3.169925,3.333424,4.237536,5.091315,0,0,1,14,3,9,"0.943","1.000","2.976","3.252","4.664","-0.723","-0.419","1.141","ELT2peak00151","L3-high",0.820286251137,"ELT2peak00151","WBGene00003799",2097346,2123443,"+","inside",9184,3519,"Overlapping"
"ELT2peak00154",1.839064,1.462343,2.695994,2.613532,2.862497,2.321928,1,0,0,237.5,2,6,"0.549","1.000","1.651","2.655","2.592","-1.153","0.632","0.521","ELT2peak00154","Post-embryonic",0.316414540278583,"ELT2peak00154","WBGene00021355",2128590,2145971,"+","inside",6826,1244,"Overlapping"
"ELT2peak00156",1.778786,1.479168,2.613532,2.918386,3.562936,4.35435,0,0,1,4,4,11,"0.851","1.000","1.629","2.766","3.959","-0.992","-0.016","1.008","ELT2peak00156","Increasing",1.35709447728933,"ELT2peak00156","WBGene00021009",2160042,2209629,"+","inside",4772,19671,"Overlapping"
"ELT2peak00157",1.315502,1.5559,2.570463,1.918386,2.506353,3.288761,0,0,1,0.5,4,10,"0.957","1.000","1.436","2.244","2.898","-1.034","0.071","0.963","ELT2peak00157","Increasing",0.536273121124083,"ELT2peak00157","WBGene00021009",2160042,2209629,"+","inside",5876,18569,"Overlapping"
"ELT2peak00158",1.830075,1.36257,1.333424,1.695994,2.032422,2.562936,1,0,0,24,3,7,"0.944","1.000","1.596","1.515","2.298","-0.480","-0.670","1.149","ELT2peak00158","L3-high",0.18526728739575,"ELT2peak00158","WBGene00001542",2223307,2233099,"-","inside",4209,186,"Overlapping"
"ELT2peak00161",1.594361,2.058894,2.43296,2.526069,3.084889,3.406817,1,0,1,92.75,4,11,"0.784","1.000","1.827","2.480","3.246","-0.972","-0.053","1.026","ELT2peak00161","Increasing",0.504622858533584,"ELT2peak00161","WBGene00017398",2250131,2254901,"+","inside",-1526,242,"Overlapping"
"ELT2peak00162",2.33787,1.415038,1.847997,2.526069,2.769387,3.447459,0,0,1,154.5,3,9,"0.787","1.000","1.876","2.187","3.108","-0.803","-0.318","1.120","ELT2peak00162","L3-high",0.410527744050333,"ELT2peak00162","WBGene00017398",2250131,2254901,"+","inside",-432,1532,"Overlapping"
"ELT2peak00163",0.495411,0.415037,3.480265,3.280956,4.321928,4.562936,0,1,1,99.5,4,10,"0.942","1.000","0.455","3.381","4.442","-1.116","0.301","0.815","ELT2peak00163","Increasing",4.26386311791808,"ELT2peak00163","WBGene00017398",2250131,2254901,"+","inside",1526,385,"Overlapping"
"ELT2peak00164",2.31259,2.180572,2.037031,1.432959,5.562936,5.89592,1,1,1,68.7777777778295,3,7,"0.929","1.000","2.247","1.735","5.729","-0.456","-0.691","1.147","ELT2peak00164","L3-high",4.72457307538233,"ELT2peak00164","WBGene00000408",2281504,2291183,"-","overlapStart",-5052,226,"Overlapping"
"ELT2peak00165",1.54432,1.571157,3.480265,2.9855,3.208271,3.816693,1,0,1,41,4,8,"0.761","1.000","1.558","3.233","3.512","-1.145","0.440","0.705","ELT2peak00165","Increasing",1.11755090865475,"ELT2peak00165","WBGene00021469",2293132,2297312,"+","overlapStart",-2239,270,"Overlapping"
"ELT2peak00166",3.473931,1.584963,2.847997,2.847997,2.562936,2.562936,0,0,1,399,0,0,"0.000","0.000","2.529","2.848","2.563","-0.670","1.149","-0.479","ELT2peak00166","Not-changing or not IDR-passing",0.0306425648903333,"ELT2peak00166","WBGene00021469",2293132,2297312,"+","inside",315,680,"Overlapping"
"ELT2peak00167",1.148392,1.616671,2.43296,1.333424,2.506353,2.816693,0,0,1,9,4,11,"0.580","1.000","1.383","1.883","2.662","-0.920","-0.144","1.064","ELT2peak00167","Increasing",0.415379889815583,"ELT2peak00167","WBGene00021470",2297280,2304393,"-","inside",3094,114,"Overlapping"
"ELT2peak00168",1.444785,1.341037,1.111031,1.169925,3.254814,2.949959,0,0,1,0.5,3,7,"0.929","1.000","1.393","1.140","3.102","-0.455","-0.692","1.147","ELT2peak00168","L3-high",1.13918564449358,"ELT2peak00168","WBGene00021466",2313271,2316003,"+","overlapStart",-1499,114,"Overlapping"
"ELT2peak00169",1.752907,1.906891,1.333424,1.400538,3.184425,3.839777,0,0,1,14,3,7,"0.863","1.000","1.830","1.367","3.512","-0.360","-0.770","1.130","ELT2peak00169","L3-high",1.274272742988,"ELT2peak00169","WBGene00003156",2318291,2321847,"-","overlapStart",-2027,89,"Overlapping"
"ELT2peak00170",1.887973,1.601451,2.480265,1.695994,2.447459,3.669851,0,0,1,14,3,9,"0.764","1.000","1.745","2.088","3.059","-0.811","-0.307","1.117","ELT2peak00170","L3-high",0.46438358878425,"ELT2peak00170","WBGene00021474",2382953,2401492,"-","inside",-1348,7665,"Overlapping"
"ELT2peak00171",2.485427,2.535332,2.555816,2.367371,4.386059,4.94996,1,0,1,24,3,9,"0.983","1.000","2.510","2.462","4.668","-0.558","-0.597","1.154","ELT2peak00171","L3-high",1.587669809292,"ELT2peak00171","WBGene00021474",2382953,2401492,"-","overlapStart",-9390,190,"Overlapping"
"ELT2peak00172",2.828114,2.482152,2.226509,1.847997,2.669852,2.862496,1,0,1,24.375,1,4,"0.458","1.000","2.655","2.037","2.766","0.430","-1.143","0.713","ELT2peak00172","LE-specific",0.154238603720334,"ELT2peak00172","WBGene00021460",2402232,2409987,"+","overlapEnd",4152,105,"Overlapping"
"ELT2peak00173",1.736966,2.036526,3.169925,2.9855,2.506353,2.032421,0,0,1,5.5,2,5,"0.853","1.000","1.887","3.078","2.269","-0.863","1.096","-0.233","ELT2peak00173","Post-embryonic",0.369700908825583,"ELT2peak00173","WBGene00017741",2415133,2418521,"+","overlapEnd",1513,174,"Overlapping"
"ELT2peak00174",2.384664,2.047306,3.735522,4.253989,2.94996,3.401655,1,0,1,92.25,2,5,"0.973","1.000","2.216","3.995","3.176","-1.025","0.973","0.053","ELT2peak00174","Post-embryonic",0.792659924980084,"ELT2peak00174","WBGene00017734",2418450,2420801,"-","overlapStart",-952,156,"Overlapping"
"ELT2peak00175",1.289507,1.263035,3.049631,1.9855,1.23173,2.160177,0,0,1,130.5,2,5,"0.864","1.000","1.276","2.518","1.696","-0.877","1.089","-0.212","ELT2peak00175","Post-embryonic",0.39866528584675,"ELT2peak00175","WBGene00017735",2420803,2421816,"-","overlapStart",-386,254,"Overlapping"
"ELT2peak00176",1.433897,1.482152,2.226508,2.226508,2.949959,2.562936,0,0,1,70.5,4,10,"0.988","1.000","1.458","2.227","2.756","-1.055","0.122","0.934","ELT2peak00176","Increasing",0.426217508393583,"ELT2peak00176","WBGene00017733",2434004,2435708,"+","overlapEnd",1163,55,"Overlapping"
"ELT2peak00177",1.707819,1.341037,1.613532,2.049631,2.769387,3.321928,1,0,1,93.375,3,9,"0.890","1.000","1.524","1.832","3.046","-0.758","-0.376","1.133","ELT2peak00177","L3-high",0.64707716633475,"ELT2peak00177","WBGene00255457",2436550,2437084,"-","overlapStart",-303,66,"Overlapping"
"ELT2peak00178",3.017573,2.185556,1.070389,0.847997,3.720478,4.110424,0,0,1,12,3,4,"0.556","1.000","2.602","0.959","3.915","0.074","-1.035","0.961","ELT2peak00178","L3-high",2.19385720690975,"ELT2peak00178","WBGene00001232",2485867,2489780,"+","overlapStart",-2175,37,"Overlapping"
"ELT2peak00179",3.163499,2.535332,2.695994,2.613532,1.669851,1.736966,1,0,0,5,1,1,"0.491","1.000","2.849","2.655","1.703","0.729","0.411","-1.140","ELT2peak00179","LE-specific",0.37604950407925,"ELT2peak00179","WBGene00001232",2485867,2489780,"+","inside",42,1635,"Overlapping"
"ELT2peak00182",1.374395,1.052467,1.773996,2.111032,4.184424,4.617384,0,0,1,78.5,3,9,"0.840","1.000","1.213","1.943","4.401","-0.782","-0.345","1.127","ELT2peak00182","L3-high",2.78920458978633,"ELT2peak00182","WBGene00001404",2580935,2586126,"-","overlapEnd",2718,224,"Overlapping"
"ELT2peak00183",1.54432,1.152003,2.847997,3.049631,3.720478,3.720478,0,0,1,24,4,10,"0.987","1.000","1.348","2.949","3.720","-1.094","0.228","0.866","ELT2peak00183","Increasing",1.46423988847075,"ELT2peak00183","WBGene00001404",2580935,2586126,"-","inside",1264,614,"Overlapping"
"ELT2peak00184",1.485427,1.678072,1.918386,1.847997,4.643856,4.862496,0,1,1,35.625,3,9,"0.990","1.000","1.582","1.883","4.753","-0.661","-0.489","1.150","ELT2peak00184","L3-high",3.06427072575108,"ELT2peak00184","WBGene00001404",2580935,2586126,"-","overlapStart",-2954,42,"Overlapping"
"ELT2peak00185",3.406817,3.260528,2.9855,3.169925,5.360747,5.649093,1,1,1,34.4444444444962,3,7,"0.944","1.000","3.334","3.078","5.505","-0.479","-0.671","1.149","ELT2peak00185","L3-high",1.77852791265208,"ELT2peak00185","WBGene00004226",2587527,2595294,"-","overlapEnd",3692,160,"Overlapping"
"ELT2peak00187",2.648657,2.841302,3.38405,3.655352,3.90689,4.406817,1,0,1,62.75,4,10,"0.952","1.000","2.745","3.520","4.157","-1.031","0.065","0.966","ELT2peak00187","Increasing",0.499924150449083,"ELT2peak00187","WBGene00000800",2623102,2628577,"-","overlapStart",-2935,212,"Overlapping"
"ELT2peak00189",1.264213,1.460841,2.43296,2.526069,2.816693,2.949959,1,0,1,172.375,4,10,"0.941","1.000","1.363","2.480","2.883","-1.116","0.302","0.814","ELT2peak00189","Increasing",0.620592400181583,"ELT2peak00189","WBGene00018232",2645273,2657241,"-","overlapStart",-6031,671,"Overlapping"
"ELT2peak00191",1.460552,1.121306,1.561693,1.452068,4.477206,4.949959,1,0,1,37,3,9,"0.996","1.000","1.291","1.507","4.714","-0.633","-0.520","1.153","ELT2peak00191","L3-high",3.67402162470308,"ELT2peak00191","WBGene00017979",2668160,2672434,"+","overlapStart",-2089,379,"Overlapping"
"ELT2peak00192",1.566347,1.458106,2.811471,3.111031,3.90689,3.90689,0,1,1,18.75,4,10,"0.994","1.000","1.512","2.961","3.907","-1.062","0.139","0.923","ELT2peak00192","Increasing",1.45471973302558,"ELT2peak00192","WBGene00017979",2668160,2672434,"+","inside",489,1286,"Overlapping"
"ELT2peak00193",1.600904,0.978938,2.9855,2.695994,3.769387,3.386058,0,0,1,20,4,10,"0.986","1.000","1.290","2.841","3.578","-1.096","0.232","0.863","ELT2peak00193","Increasing",1.36370497887975,"ELT2peak00193","WBGene00017980",2672940,2682797,"-","overlapEnd",5530,487,"Overlapping"
"ELT2peak00194",1.866249,1.830075,4.049631,3.526069,3.906891,3.862497,0,1,1,21.125,4,8,"0.577","1.000","1.848","3.788","3.885","-1.154","0.535","0.619","ELT2peak00194","Increasing",1.31987181411733,"ELT2peak00194","WBGene00000788",2686639,2689493,"-","overlapEnd",892,502,"Overlapping"
"ELT2peak00195",2.922832,3.026472,3.456806,3.226508,4.534922,4.928586,1,1,1,169.333333333333,3,9,"0.878","1.000","2.975","3.342","4.732","-0.764","-0.368","1.132","ELT2peak00195","L3-high",0.859078296306334,"ELT2peak00195","WBGene00000788",2686639,2689493,"-","overlapStart",-1122,199,"Overlapping"
"ELT2peak00197",1.841302,1.817136,2.38405,2.480265,2.769387,3.321928,1,0,1,4.5,4,11,"0.867","1.000","1.829","2.432","3.046","-0.997","-0.006","1.003","ELT2peak00197","Increasing",0.36993995151075,"ELT2peak00197","WBGene00003006",2706883,2717549,"+","inside",-2526,2424,"Overlapping"
"ELT2peak00198",3,3.358454,2.15056,2.43296,1.321928,2.386058,1,0,0,5,1,1,"0.752","1.000","3.179","2.292","1.854","1.092","-0.222","-0.870","ELT2peak00198","LE-specific",0.455913796189,"ELT2peak00198","WBGene00003006",2706883,2717549,"+","inside",-1430,3503,"Overlapping"
"ELT2peak00199",2.103748,1.810966,2.847997,3.333424,2.321928,2.669852,0,0,1,141,2,5,"0.947","1.000","1.957","3.091","2.496","-0.983","1.016","-0.033","ELT2peak00199","Post-embryonic",0.32138656254525,"ELT2peak00199","WBGene00022128",2721879,2726724,"-","overlapStart",-1698,233,"Overlapping"
"ELT2peak00200",1.835369,1.537028,3.049631,2.918386,3.110424,3.695386,0,0,1,11.5,4,8,"0.916","1.000","1.686","2.984","3.403","-1.123","0.327","0.795","ELT2peak00200","Increasing",0.801144380159083,"ELT2peak00200","WBGene00004920",2727014,2727545,"+","overlapEnd",309,221,"Overlapping"
"ELT2peak00202",1.325486,1.552541,2.526069,2.333424,2.032422,2.669851,0,0,1,0.5,2,6,"0.585","1.000","1.439","2.430","2.351","-1.152","0.647","0.505","ELT2peak00202","Post-embryonic",0.303283296086333,"ELT2peak00202","WBGene00022126",2731562,2735371,"+","overlapStart",-2388,264,"Overlapping"
