geneSym,geneID,refID,chrom,strand,Unsorted (RPM),Sorted (RPM),P-value,Group 1
ZK1290.12,174223,wrt-1,chrII,+,67.10,32.48,3.81E-14,Unsorted
C34E10.11,175718,C34E10.11,chrIII,+,41.56,16.14,5.28E-14,Unsorted
ZK1055.1,179049,hcp-1,chrV,+,35.82,12.74,5.70E-14,Unsorted
C25F6.6,182897,C25F6.6,chrX,-,11.69,0.85,9.35E-14,Unsorted
T22B11.4,177234,T22B11.4,chrIV,+,34.52,12.10,9.59E-14,Unsorted
F20A1.9,179089,F20A1.9,chrV,-,52.27,23.14,1.19E-13,Unsorted
F33H1.2,174578,gpd-4,chrII,+,46.32,19.32,1.26E-13,Unsorted
C05E4.3,178585,srp-1,chrV,+,18.40,3.61,1.32E-13,Unsorted
C32E12.4,172163,C32E12.4,chrI,-,21.97,5.31,1.34E-13,Unsorted
F15H10.2,179452,col-13,chrV,-,58.98,27.60,1.40E-13,Unsorted
C04C3.3,177108,C04C3.3,chrIV,+,56.93,26.33,1.71E-13,Unsorted
C18H2.5,176082,C18H2.5,chrIII,-,10.82,0.64,1.93E-13,Unsorted
F26G1.5,173823,F26G1.5,chrII,-,52.60,23.57,2.13E-13,Unsorted
ZK637.13,176261,glb-1,chrIII,-,30.09,9.77,2.56E-13,Unsorted
C55B7.1,172361,glh-2,chrI,+,58.87,27.81,2.64E-13,Unsorted
C56C10.1,174095,vps-33.2,chrII,+,54.65,25.05,2.68E-13,Unsorted
Y48B6A.6,175073,Y48B6A.6,chrII,+,36.58,13.80,4.72E-13,Unsorted
T21G5.3,172414,glh-1,chrI,+,47.08,20.38,5.15E-13,Unsorted
K08E7.3,178210,let-99,chrIV,+,62.34,30.57,6.38E-13,Unsorted
C04F12.4,172818,rpl-14,chrI,+,27.38,8.49,6.40E-13,Unsorted
K03H1.6,186958,ttr-1,chrIII,+,16.88,3.18,7.62E-13,Unsorted
Y47D7A.13,178841,Y47D7A.13,chrV,-,43.94,18.47,7.91E-13,Unsorted
F17C11.10,179521,F17C11.10,chrV,-,36.69,14.01,7.97E-13,Unsorted
T02B11.9,4363094,T02B11.9,chrV,+,62.45,30.79,9.14E-13,Unsorted
F56C11.2,171609,ptr-11,chrI,-,24.78,7.22,1.03E-12,Unsorted
Y57G11C.17,190374,hhat-2,chrIV,-,19.37,4.46,1.05E-12,Unsorted
T01C3.6,179998,rps-16,chrV,-,35.17,13.16,1.14E-12,Unsorted
C33E10.10,183165,C33E10.10,chrX,-,12.01,1.27,1.22E-12,Unsorted
F09E5.16,173909,F09E5.16,chrII,-,18.51,4.03,1.30E-12,Unsorted
Y47G6A.28,171913,tag-63,chrI,+,18.94,4.25,1.46E-12,Unsorted
Y47G6A.2,171929,inx-22,chrI,+,44.16,18.90,1.47E-12,Unsorted
ZK930.2,191463,ZK930.2,chrII,-,56.49,26.96,1.51E-12,Unsorted
F52F12.3,172842,mom-4,chrI,-,19.70,4.67,1.66E-12,Unsorted
T04G9.4,180425,T04G9.4,chrX,+,27.27,8.70,1.71E-12,Unsorted
F26G5.1,178888,F26G5.1,chrV,+,31.17,11.04,2.45E-12,Unsorted
M04G7.1,176875,M04G7.1,chrIV,+,17.75,3.82,2.56E-12,Unsorted
T23G11.6,172529,T23G11.6,chrI,-,24.68,7.43,2.93E-12,Unsorted
C54G4.8,172582,cyc-1,chrI,-,36.90,14.65,3.68E-12,Unsorted
Y48G10A.1,173220,Y48G10A.1,chrI,+,25.76,8.07,3.79E-12,Unsorted
R09F10.4,181086,inx-5,chrX,-,55.84,26.96,4.10E-12,Unsorted
C53D6.7,183761,C53D6.7,chrIV,-,26.08,8.28,5.29E-12,Unsorted
Y25C1A.11,189540,srg-23,chrII,-,27.49,9.13,6.04E-12,Unsorted
T12D8.4,176799,T12D8.4,chrIII,-,23.59,7.01,6.16E-12,Unsorted
C23F12.1,181168,flna-1,chrX,+,37.66,15.29,6.61E-12,Unsorted
K01G12.3,186853,K01G12.3,chrIV,+,32.79,12.31,7.44E-12,Unsorted
H02K04.1,186672,clec-229,chrV,-,26.84,8.92,8.81E-12,Unsorted
C33F10.8,173829,C33F10.8,chrII,-,21.54,5.94,9.35E-12,Unsorted
T20F5.4,171977,T20F5.4,chrI,-,31.82,11.89,1.19E-11,Unsorted
F37A8.4,191733,nlp-10,chrIII,-,41.34,17.83,1.36E-11,Unsorted
T05H10.2,174291,apn-1,chrII,+,45.89,20.81,1.38E-11,Unsorted
C27A12.6,172282,C27A12.6,chrI,-,40.91,17.62,1.51E-11,Unsorted
Y37D8A.5,189613,Y37D8A.5,chrIII,-,13.85,2.34,1.52E-11,Unsorted
K06A5.2,259316,K06A5.2,chrI,+,29.44,10.62,1.92E-11,Unsorted
C18F3.2,177602,sax-7,chrIV,+,31.93,12.10,2.04E-11,Unsorted
F21C3.5,172474,pfd-6,chrI,-,32.90,12.74,2.10E-11,Unsorted
C14F11.4,182619,C14F11.4,chrX,-,27.16,9.34,2.12E-11,Unsorted
W04A4.2,189178,W04A4.2,chrI,+,29.65,10.83,2.44E-11,Unsorted
C17G10.1,173947,C17G10.1,chrII,+,36.26,14.86,2.59E-11,Unsorted
F11E6.3,178533,F11E6.3,chrIV,-,22.19,6.58,2.63E-11,Unsorted
C18G1.4,178867,pgl-3,chrV,+,54.00,26.75,4.18E-11,Unsorted
F53A2.4,176754,nud-1,chrIII,+,34.31,13.80,4.32E-11,Unsorted
Y71G12B.9,171739,lin-65,chrI,+,43.18,19.53,4.71E-11,Unsorted
Y39G10AR.7,189772,Y39G10AR.7,chrI,+,39.18,16.99,4.84E-11,Unsorted
F55C5.8,179686,F55C5.8,chrV,-,29.98,11.25,5.29E-11,Unsorted
R06C7.9,172470,ztf-15,chrI,+,30.30,11.46,6.73E-11,Unsorted
E01A2.1,171998,E01A2.1,chrI,+,53.68,26.75,6.76E-11,Unsorted
C27C12.7,181579,dpf-2,chrX,+,11.36,1.49,7.18E-11,Unsorted
Y43F8C.6,180285,Y43F8C.6,chrV,-,9.63,0.85,7.42E-11,Unsorted
ZC101.2,175126,unc-52,chrII,-,44.48,20.59,7.44E-11,Unsorted
AH6.5,174504,mex-6,chrII,+,47.84,22.93,9.02E-11,Unsorted
C02F4.4,182119,C02F4.4,chrIV,-,27.16,9.77,9.32E-11,Unsorted
T05F1.8,172809,T05F1.8,chrI,+,17.21,4.25,1.02E-10,Unsorted
F56D5.1,177771,col-121,chrIV,-,43.29,19.96,1.07E-10,Unsorted
F40A3.3,179168,F40A3.3,chrV,+,17.53,4.46,1.07E-10,Unsorted
M03C11.5,176460,ymel-1,chrIII,+,40.48,18.05,1.08E-10,Unsorted
Y66H1B.2,176855,Y66H1B.2,chrIV,-,38.74,16.99,1.10E-10,Unsorted
F58G4.1,179190,myo-5,chrV,+,34.42,14.23,1.12E-10,Unsorted
Y38E10A.6,174894,Y38E10A.6,chrII,-,40.26,18.05,1.39E-10,Unsorted
M05D6.2,174353,M05D6.2,chrII,+,34.52,14.44,1.79E-10,Unsorted
C42D8.5,180780,acn-1,chrX,-,12.99,2.34,1.97E-10,Unsorted
T05B4.11,178811,phat-5,chrV,-,31.06,12.31,2.08E-10,Unsorted
K07A1.13,172793,K07A1.13,chrI,-,48.27,23.57,2.14E-10,Unsorted
C34D4.15,177487,col-113,chrIV,-,23.48,7.86,2.32E-10,Unsorted
K09H9.2,171887,K09H9.2,chrI,+,41.88,19.53,3.82E-10,Unsorted
ZK1010.2,176717,ZK1010.2,chrIII,-,26.84,9.98,4.14E-10,Unsorted
F38A5.13,177419,dnj-11,chrIV,+,37.99,16.99,4.27E-10,Unsorted
K09H9.3,187239,col-49,chrI,+,37.12,16.56,5.41E-10,Unsorted
R04D3.3,181453,R04D3.3,chrX,-,30.19,12.10,5.58E-10,Unsorted
R155.2,175340,R155.2,chrIII,-,23.48,8.07,5.95E-10,Unsorted
H31G24.4,171993,cyb-2.2,chrI,+,20.78,6.58,6.09E-10,Unsorted
Y53C12B.6,174532,cutl-2,chrII,-,46.00,22.51,6.53E-10,Unsorted
C25G4.8,182917,C25G4.8,chrIV,-,8.23,0.64,6.91E-10,Unsorted
F11G11.10,173839,col-17,chrII,-,24.03,8.49,7.13E-10,Unsorted
F59B2.6,176274,zif-1,chrIII,+,32.47,13.80,1.02E-09,Unsorted
F09D1.1,173606,F09D1.1,chrII,+,45.13,22.08,1.09E-09,Unsorted
B0416.1,181161,B0416.1,chrX,+,14.18,3.18,1.15E-09,Unsorted
B0222.7,179297,col-145,chrV,-,32.36,13.80,1.35E-09,Unsorted
W02D9.5,173127,W02D9.5,chrI,-,10.28,1.49,1.56E-09,Unsorted
C39E9.11,178257,C39E9.11,chrIV,-,40.37,19.11,1.76E-09,Unsorted
K01H12.1,186854,K01H12.1,chrIV,+,18.83,5.73,2.03E-09,Unsorted
T07G12.1,177945,cal-4,chrIV,+,16.02,4.25,2.12E-09,Unsorted
H06A10.2,3565052,col-185,chrX,-,36.04,16.35,2.32E-09,Unsorted
F57B1.2,179802,sun-1,chrV,-,25.22,9.55,2.33E-09,Unsorted
Y39G10AL.3,171784,cdk-7,chrI,-,41.02,19.75,2.58E-09,Unsorted
W02G9.5,189127,W02G9.5,chrV,+,23.05,8.28,2.76E-09,Unsorted
F59A3.2,186575,F59A3.2,chrI,+,22.62,8.07,2.98E-09,Unsorted
H11E01.3,180495,H11E01.3,chrX,+,35.93,16.35,3.06E-09,Unsorted
T05D4.2,188126,T05D4.2,chrIII,-,26.19,10.19,3.28E-09,Unsorted
F59A3.8,186579,F59A3.8,chrI,-,9.96,1.49,3.72E-09,Unsorted
H01M10.3,6418853,ttr-42,chrX,+,23.48,8.70,4.46E-09,Unsorted
K04H4.1,176314,emb-9,chrIII,-,42.86,21.23,4.69E-09,Unsorted
W05F2.6,171909,W05F2.6,chrI,+,35.17,16.14,5.76E-09,Unsorted
T23B3.5,172387,T23B3.5,chrI,-,9.85,1.49,5.91E-09,Unsorted
C18D1.1,174569,die-1,chrII,-,10.71,1.91,5.97E-09,Unsorted
F43G9.4,259386,F43G9.4,chrI,-,29.11,12.31,6.77E-09,Unsorted
Y38F2AR.1,177029,eri-5,chrIV,+,37.34,17.62,6.99E-09,Unsorted
C01B12.1,173382,sqt-2,chrII,+,18.94,6.16,7.26E-09,Unsorted
F09B12.1,181607,mlt-9,chrX,-,20.78,7.22,7.56E-09,Unsorted
ZK652.10,176098,tag-307,chrIII,-,7.58,0.64,7.70E-09,Unsorted
C32F10.5,172250,hmg-3,chrI,-,19.16,6.37,9.65E-09,Unsorted
T23D8.7,172861,T23D8.7,chrI,+,25.97,10.40,9.88E-09,Unsorted
C49C3.7,178516,C49C3.7,chrIV,+,37.99,18.26,1.02E-08,Unsorted
T21D9.1,180523,col-164,chrX,+,32.14,14.44,1.14E-08,Unsorted
F52B11.3,178365,noah-2,chrIV,+,6.06,0.21,1.18E-08,Unsorted
R90.1,179768,R90.1,chrV,-,14.39,3.82,1.30E-08,Unsorted
Y53H1B.2,173020,Y53H1B.2,chrI,-,34.85,16.35,1.44E-08,Unsorted
ZC101.3,259478,hhat-1,chrII,+,8.87,1.27,1.65E-08,Unsorted
Y43F8C.9,180288,Y43F8C.9,chrV,+,22.51,8.49,1.68E-08,Unsorted
C01C10.4,181000,clc-5,chrX,+,21.10,7.64,1.72E-08,Unsorted
ZK822.4,178125,ZK822.4,chrIV,+,16.67,5.10,1.78E-08,Unsorted
K07A1.11,172801,rba-1,chrI,-,16.23,4.88,1.82E-08,Unsorted
ZK1098.9,191524,ZK1098.9,chrIII,+,20.67,7.43,1.85E-08,Unsorted
C49C3.1,178512,snf-9,chrIV,+,18.51,6.16,2.01E-08,Unsorted
Y11D7A.7,189432,Y11D7A.7,chrIV,+,29.22,12.74,2.22E-08,Unsorted
ZK856.11,179417,ZK856.11,chrV,-,19.16,6.58,2.49E-08,Unsorted
C02F12.5,180656,C02F12.5,chrX,-,29.33,12.95,2.58E-08,Unsorted
T05A8.3,173615,T05A8.3,chrII,-,16.13,4.88,2.62E-08,Unsorted
F54D5.12,174764,F54D5.12,chrII,-,38.53,19.11,2.69E-08,Unsorted
T06D8.10,174717,peroxidase,chrII,-,17.86,5.94,2.97E-08,Unsorted
ZK858.4,172737,mel-26,chrI,+,33.23,15.50,3.06E-08,Unsorted
W04D2.1,179709,atn-1,chrV,+,30.30,13.59,3.14E-08,Unsorted
C39D10.5,181048,C39D10.5,chrX,-,16.67,5.31,3.44E-08,Unsorted
T12A2.1,175887,T12A2.1,chrIII,+,8.66,1.27,3.96E-08,Unsorted
MTCE.16,NA,NA,chrM,+,26.19,11.04,4.08E-08,Unsorted
E03H12.5,177262,E03H12.5,chrIV,+,8.12,1.06,4.64E-08,Unsorted
F46B6.5,179373,F46B6.5,chrV,-,22.73,8.92,4.79E-08,Unsorted
H20J04.2,173769,H20J04.2,chrII,+,19.81,7.22,5.21E-08,Unsorted
B0001.7,178165,B0001.7,chrIV,-,23.38,9.34,5.34E-08,Unsorted
D2005.4,172545,D2005.4,chrI,+,15.04,4.46,5.65E-08,Unsorted
R10E9.2,175513,R10E9.2,chrIII,-,13.42,3.61,5.73E-08,Unsorted
W09C2.3,177795,mca-1,chrIV,-,22.08,8.70,7.08E-08,Unsorted
C02B10.3,177284,C02B10.3,chrIV,-,18.29,6.37,7.10E-08,Unsorted
B0511.1,172963,fkb-7,chrI,+,22.19,8.70,7.16E-08,Unsorted
C45G9.9,175687,C45G9.9,chrIII,-,11.69,2.76,7.44E-08,Unsorted
F42G9.8,185681,tpst-2,chrIII,+,11.69,2.76,7.44E-08,Unsorted
Y92H12A.1,171722,src-1,chrI,+,30.09,13.80,8.13E-08,Unsorted
F53B6.4,172709,F53B6.4,chrI,-,17.10,5.73,8.62E-08,Unsorted
T23F1.6,188802,pqn-71,chrV,+,25.65,11.04,9.45E-08,Unsorted
F52E4.1,180596,pccb-1,chrX,+,29.87,13.80,1.04E-07,Unsorted
F59B10.5,186599,F59B10.5,chrII,-,23.70,9.77,1.05E-07,Unsorted
T06E4.10,188180,T06E4.10,chrV,-,11.47,2.76,1.07E-07,Unsorted
R09E10.5,187743,R09E10.5,chrIV,-,31.82,15.07,1.10E-07,Unsorted
M199.4,178423,clec-190,chrIV,-,6.06,0.42,1.16E-07,Unsorted
F01D5.7,175051,F01D5.7,chrII,+,13.10,3.61,1.19E-07,Unsorted
T09B9.4,181190,T09B9.4,chrX,-,23.81,9.98,1.24E-07,Unsorted
Y116F11B.8,191020,Y116F11B.8,chrV,+,6.60,0.64,1.26E-07,Unsorted
F48E8.3,175751,F48E8.3,chrIII,+,15.69,5.10,1.41E-07,Unsorted
T04H1.6,192091,lrx-1,chrV,+,17.53,6.16,1.45E-07,Unsorted
M04D8.2,191690,ins-22,chrIII,+,17.10,5.94,1.55E-07,Unsorted
M03B6.3,181498,M03B6.3,chrX,-,27.71,12.53,1.66E-07,Unsorted
ZK353.1,176188,ZK353.1,chrIII,+,12.12,3.18,1.69E-07,Unsorted
T14G12.4,180663,fkh-2,chrX,-,5.95,0.42,1.93E-07,Unsorted
H29C22.1,6418827,H29C22.1,chrX,-,20.89,8.28,2.12E-07,Unsorted
F35C5.2,185262,sra-14,chrII,+,10.82,2.55,2.25E-07,Unsorted
F35B12.5,179592,sas-5,chrV,+,27.06,12.31,2.42E-07,Unsorted
T10E9.4,172362,T10E9.4,chrI,+,16.23,5.52,2.48E-07,Unsorted
K02E11.4,186895,K02E11.4,chrV,-,15.04,4.88,2.96E-07,Unsorted
C27D8.1,178226,C27D8.1,chrIV,+,16.77,5.94,2.99E-07,Unsorted
C03E10.4,179562,gly-20,chrV,+,16.88,5.94,3.02E-07,Unsorted
H01G02.3,259600,H01G02.3,chrIV,-,14.18,4.46,3.21E-07,Unsorted
B0303.9,176221,SLP-1,chrIII,+,21.97,9.13,3.38E-07,Unsorted
F33D4.3,177547,flp-13,chrIV,-,23.59,10.19,3.44E-07,Unsorted
C50C3.8,176152,bath-42,chrIII,-,25.87,11.68,3.47E-07,Unsorted
F02E8.4,184092,F02E8.4,chrX,+,17.42,6.37,3.53E-07,Unsorted
F09C12.8,173881,F09C12.8,chrII,+,26.19,11.89,4.04E-07,Unsorted
C24F3.2,177903,C24F3.2,chrIV,+,22.29,9.34,4.13E-07,Unsorted
C06E2.9,3896880,C06E2.9,chrX,+,13.64,4.25,4.72E-07,Unsorted
C05D12.1,174740,C05D12.1,chrII,-,25.43,11.46,5.18E-07,Unsorted
C29A12.6,179504,C29A12.6,chrV,+,7.68,1.27,5.43E-07,Unsorted
ZC434.3,172903,ZC434.3,chrI,-,9.09,1.91,5.68E-07,Unsorted
Y17G9B.5,177244,Y17G9B.5,chrIV,+,21.65,9.13,6.00E-07,Unsorted
T06E6.1,180039,T06E6.1,chrV,-,16.13,5.73,6.14E-07,Unsorted
F44E2.10,185734,F44E2.10,chrIII,-,7.14,1.06,6.55E-07,Unsorted
T01D1.4,173403,T01D1.4,chrII,-,7.14,1.06,6.55E-07,Unsorted
C01G12.8,175120,C01G12.8,chrII,+,13.10,4.03,6.95E-07,Unsorted
C28C12.12,177653,C28C12.12,chrIV,-,12.34,3.61,7.40E-07,Unsorted
R07C3.5,187667,fbxc-34,chrII,+,22.51,9.77,7.54E-07,Unsorted
F36D3.8,180108,F36D3.8,chrV,+,8.55,1.70,7.61E-07,Unsorted
F10D11.6,172635,F10D11.6,chrI,-,19.48,7.86,8.55E-07,Unsorted
F49C12.9,177752,F49C12.9,chrIV,-,20.02,8.28,9.29E-07,Unsorted
Y43F8C.5,180284,Y43F8C.5,chrV,-,9.31,2.12,9.37E-07,Unsorted
ZK617.1,178135,unc-22,chrIV,-,17.97,7.01,9.42E-07,Unsorted
F25H5.4,172743,eft-2,chrI,+,9.42,2.12,9.59E-07,Unsorted
T24B8.4,174446,T24B8.4,chrII,-,9.42,2.12,9.59E-07,Unsorted
ZK836.1,179673,lon-3,chrV,-,9.74,2.34,9.93E-07,Unsorted
T02E1.3,172604,gla-3,chrI,+,12.12,3.61,1.05E-06,Unsorted
B0213.4,178805,nlp-29,chrV,+,23.59,10.62,1.08E-06,Unsorted
C14B9.1,176148,hsp-12.2,chrIII,+,11.80,3.40,1.08E-06,Unsorted
W09D6.4,176538,W09D6.4,chrIII,+,10.50,2.76,1.08E-06,Unsorted
VC5.2,179097,VC5.2,chrV,+,24.89,11.46,1.13E-06,Unsorted
Y38H8A.3,178315,Y38H8A.3,chrIV,+,6.49,0.85,1.21E-06,Unsorted
K07A12.2,172670,K07A12.2,chrI,-,25.11,11.68,1.30E-06,Unsorted
F39H2.4,172667,syp-3,chrI,-,25.76,12.10,1.32E-06,Unsorted
C36H8.1,178230,C36H8.1,chrIV,-,9.20,2.12,1.38E-06,Unsorted
K02G10.7,180744,aqp-8,chrX,-,24.13,11.04,1.45E-06,Unsorted
Y71G12B.21,171728,pqn-88,chrI,-,25.32,11.89,1.50E-06,Unsorted
T12D8.1,176802,set-16,chrIII,+,19.16,7.86,1.54E-06,Unsorted
Y22D7AR.13,175322,ser-4,chrIII,-,17.10,6.58,1.54E-06,Unsorted
T06D8.5,174712,YER141W,chrII,-,18.07,7.22,1.56E-06,Unsorted
B0213.5,3565444,nlp-30,chrV,+,14.29,4.88,1.60E-06,Unsorted
C04F1.3,172236,lim-7,chrI,+,14.29,4.88,1.60E-06,Unsorted
F39H2.5,172666,F39H2.5,chrI,+,18.72,7.64,1.70E-06,Unsorted
D2063.4,3896819,D2063.4,chrV,+,25.22,11.89,1.94E-06,Unsorted
ZK622.4,191367,ZK622.4,chrII,+,12.66,4.03,1.98E-06,Unsorted
F43D2.6,3565489,F43D2.6,chrV,-,11.04,3.18,2.25E-06,Unsorted
Y47D3B.2,176570,nlp-21,chrIII,-,13.64,4.67,2.34E-06,Unsorted
F13D12.2,174798,ldh-1,chrII,+,22.73,10.40,2.72E-06,Unsorted
T11B7.3,177699,col-118,chrIV,+,24.03,11.25,2.81E-06,Unsorted
C45B11.1,179527,pak-2,chrV,-,3.68,0.00,2.83E-06,Unsorted
T05H10.6,3565996,T05H10.6,chrII,+,3.68,0.00,2.83E-06,Unsorted
D1022.9,3565772,D1022.9,chrII,-,6.17,0.85,2.93E-06,Unsorted
H06H21.6,177253,ubxn-6,chrIV,-,22.40,10.19,3.08E-06,Unsorted
W09G10.4,173701,apd-3,chrII,-,10.50,2.97,3.28E-06,Unsorted
R08D7.2,176267,R08D7.2,chrIII,+,21.43,9.55,3.43E-06,Unsorted
F32A7.6,173358,aex-5,chrI,-,7.58,1.49,3.55E-06,Unsorted
F54F7.2,186253,F54F7.2,chrX,+,14.50,5.31,3.60E-06,Unsorted
Y50D7A.5,175188,Y50D7A.5,chrIII,+,18.61,7.86,3.67E-06,Unsorted
Y4C6B.3,177313,Y4C6B.3,chrIV,+,12.77,4.25,3.75E-06,Unsorted
ZK856.12,179421,ZK856.12,chrV,+,17.64,7.22,3.79E-06,Unsorted
F56D2.3,175769,F56D2.3,chrIII,+,14.83,5.52,4.55E-06,Unsorted
F36A2.10,172694,F36A2.10,chrI,-,19.48,8.49,4.60E-06,Unsorted
Y105E8A.27,3565398,Y105E8A.27,chrI,+,10.71,3.18,4.62E-06,Unsorted
Y57G11C.31,178396,Y57G11C.31,chrIV,+,5.95,0.85,4.62E-06,Unsorted
F13D12.7,174803,gpb-1,chrII,-,7.03,1.27,4.72E-06,Unsorted
Y47D3B.3,189979,Y47D3B.3,chrIII,+,10.28,2.97,4.76E-06,Unsorted
T17E9.2,175861,nmt-1,chrIII,-,10.82,3.18,4.79E-06,Unsorted
Y111B2A.24,190956,Y111B2A.24,chrIII,+,4.33,0.21,4.81E-06,Unsorted
ZC8.3,180772,set-30,chrX,+,12.12,4.03,5.54E-06,Unsorted
F19H8.4,175122,F19H8.4,chrII,+,6.39,1.06,5.84E-06,Unsorted
F26A1.3,175639,F26A1.3,chrIII,+,6.49,1.06,6.16E-06,Unsorted
F25H5.8,184939,F25H5.8,chrI,-,20.02,8.92,6.32E-06,Unsorted
F41C3.11,173816,F41C3.11,chrII,-,22.51,10.62,6.86E-06,Unsorted
ZK84.1,174008,ZK84.1,chrII,+,23.16,11.04,6.91E-06,Unsorted
T08B6.4,188277,T08B6.4,chrIV,+,6.82,1.27,6.97E-06,Unsorted
F15A2.6,181471,sad-1,chrX,-,5.84,0.85,7.12E-06,Unsorted
C47E8.1,183550,C47E8.1,chrV,+,4.11,0.21,7.70E-06,Unsorted
K08E3.8,176817,mdt-29,chrIII,+,14.94,5.73,7.81E-06,Unsorted
C49A1.5,183587,C49A1.5,chrI,+,3.35,0.00,8.13E-06,Unsorted
F35B3.1,185252,F35B3.1,chrX,+,3.35,0.00,8.13E-06,Unsorted
B0348.6,178536,ife-3,chrV,-,15.48,6.16,8.57E-06,Unsorted
Y102E9.2,190860,Y102E9.2,chrIII,+,15.48,6.16,8.57E-06,Unsorted
K08E3.10,176811,K08E3.10,chrIII,+,24.89,12.31,8.75E-06,Unsorted
C33G3.1,181515,dyc-1,chrX,+,13.10,4.67,8.78E-06,Unsorted
M70.3,177013,M70.3,chrIV,-,7.58,1.70,8.84E-06,Unsorted
T07G12.6,3565259,zim-1,chrIV,+,6.28,1.06,9.00E-06,Unsorted
F56B6.4,180644,uvt-5,chrX,+,17.21,7.22,9.14E-06,Unsorted
D2092.8,172380,D2092.8,chrI,+,14.07,5.31,9.26E-06,Unsorted
F40G12.11,179928,F40G12.11,chrV,+,8.01,1.91,9.35E-06,Unsorted
B0393.5,175632,B0393.5,chrIII,+,10.50,3.18,9.66E-06,Unsorted
F29G9.3,178989,aps-1,chrV,+,8.12,1.91,9.77E-06,Unsorted
T08A9.3,180995,sng-1,chrX,+,20.67,9.55,9.83E-06,Unsorted
M117.4,178114,M117.4,chrIV,-,13.64,5.10,1.02E-05,Unsorted
C52D10.9,178495,skr-8,chrIV,-,17.42,7.43,1.08E-05,Unsorted
Y41D4B.13,176968,ced-2,chrIV,+,22.84,11.04,1.15E-05,Unsorted
F02E8.2,184090,F02E8.2,chrX,+,10.61,3.40,1.30E-05,Unsorted
Y47G6A.12,171912,sep-1,chrI,-,7.47,1.70,1.30E-05,Unsorted
ZK270.1,173362,ptr-23,chrI,+,5.19,0.64,1.34E-05,Unsorted
Y71G12B.23,171731,Y71G12B.23,chrI,-,19.59,8.92,1.44E-05,Unsorted
K07A1.6,172797,K07A1.6,chrI,-,9.42,2.76,1.44E-05,Unsorted
C35E7.11,3565137,C35E7.11,chrI,+,4.65,0.42,1.50E-05,Unsorted
Y71F9AL.8,171855,Y71F9AL.8,chrI,+,13.10,4.88,1.52E-05,Unsorted
F07C6.3,184138,F07C6.3,chrIV,+,13.20,4.88,1.55E-05,Unsorted
R02D3.1,176842,dehydrogenase,chrIV,+,22.29,10.83,1.68E-05,Unsorted
F28D1.6,185062,F28D1.6,chrIV,-,5.63,0.85,1.82E-05,Unsorted
C41H7.6,173646,C41H7.6,chrII,+,12.01,4.25,1.98E-05,Unsorted
F17A9.5,184611,F17A9.5,chrV,-,17.75,7.86,1.99E-05,Unsorted
F42A8.3,174483,F42A8.3,chrII,+,16.13,6.79,2.05E-05,Unsorted
C25A1.1,172880,C25A1.1,chrI,+,7.68,1.91,2.05E-05,Unsorted
F32E10.8,260105,F32E10.8,chrIV,+,12.99,4.88,2.08E-05,Unsorted
W05H12.1,173210,W05H12.1,chrI,+,8.87,2.55,2.10E-05,Unsorted
T04H1.4,179678,rad-50,chrV,+,5.95,1.06,2.11E-05,Unsorted
H32K21.1,3565573,H32K21.1,chrII,-,8.55,2.34,2.12E-05,Unsorted
Y51H4A.26,178462,fipr-28,chrIV,+,22.19,10.83,2.17E-05,Unsorted
C09H10.6,174697,nasp-1,chrII,+,20.89,9.98,2.17E-05,Unsorted
Y57A10A.13,174858,Y57A10A.13,chrII,-,12.55,4.67,2.27E-05,Unsorted
T11B7.5,177700,T11B7.5,chrIV,-,17.97,8.07,2.31E-05,Unsorted
Y47D3A.21,176556,Y47D3A.21,chrIII,-,3.14,0.00,2.34E-05,Unsorted
T12D8.8,176794,T12D8.8,chrIII,-,14.72,5.94,2.38E-05,Unsorted
Y94H6A.11,4363076,egrh-3,chrIV,-,10.71,3.61,2.42E-05,Unsorted
F20H11.5,184746,F20H11.5,chrIII,+,10.82,3.61,2.46E-05,Unsorted
F08F3.4,178924,F08F3.4,chrV,+,15.91,6.79,2.69E-05,Unsorted
Y39A1A.12,176486,Y39A1A.12,chrIII,+,9.96,3.18,2.70E-05,Unsorted
F38E1.3,179220,F38E1.3,chrV,+,6.82,1.49,2.75E-05,Unsorted
C18E3.8,172017,hop-1,chrI,-,7.14,1.70,2.89E-05,Unsorted
T23B7.3,4363018,T23B7.3,chrII,+,11.47,4.03,2.99E-05,Unsorted
C02B10.2,177282,C02B10.2,chrIV,-,22.19,11.04,3.10E-05,Unsorted
C30H6.7,178524,C30H6.7,chrIV,+,5.84,1.06,3.28E-05,Unsorted
F25G6.9,179237,F25G6.9,chrV,-,10.61,3.61,3.37E-05,Unsorted
T15B12.1,188527,T15B12.1,chrIII,+,14.07,5.73,3.49E-05,Unsorted
ZC410.3,177726,Man(9)-alpha-mannosidase,chrIV,-,17.97,8.28,3.52E-05,Unsorted
C52B9.1,180703,cka-2,chrX,+,10.17,3.40,3.60E-05,Unsorted
F56D1.6,186376,cex-1,chrII,+,4.22,0.42,3.61E-05,Unsorted
C49C8.3,183601,C49C8.3,chrIV,+,6.17,1.27,3.72E-05,Unsorted
F21D9.2,180266,F21D9.2,chrV,-,14.72,6.16,3.77E-05,Unsorted
C07G1.6,182377,C07G1.6,chrIV,-,2.92,0.00,3.87E-05,Unsorted
Y45F3A.8,189910,Y45F3A.8,chrIII,-,2.92,0.00,3.87E-05,Unsorted
